FIPS,State,County,Income Inequality 80th Percentile Income,Income Inequality 20th Percentile Income,Income Inequality Income Ratio,Income Inequality National Z-Score
24017,Maryland,Charles,195137,56081,3.479556356,-1.358285786
24019,Maryland,Dorchester,119282,25174,4.7383014221,0.2302620411
24021,Maryland,Frederick,203839,54793,3.7201649846,-1.054635488
24023,Maryland,Garrett,126856,29412,4.3130694954,-0.306384553
24025,Maryland,Harford,188936,45938,4.1128477513,-0.559066232
24027,Maryland,Howard,,,,0.0
24029,Maryland,Kent,146510,31636,4.6311164496,0.094993622
24031,Maryland,Montgomery,247602,54247,4.5643445721,0.0107268996
24033,Maryland,Prince George's,176785,45447,3.889915726,-0.840408495
24035,Maryland,Queen Anne's,194780,47068,4.1382680377,-0.526985598
24037,Maryland,St. Mary's,198512,47636,4.1672684524,-0.490386808
24039,Maryland,Somerset,102655,19234,5.3371633566,0.9860312993
24041,Maryland,Talbot,165736,32451,5.1072694216,0.6959030432
24043,Maryland,Washington,140851,30226,4.6599285383,0.1313547424
24045,Maryland,Wicomico,132425,29930,4.4244904778,-0.165770251
24047,Maryland,Worcester,145022,32249,4.4969456417,-0.074331169
24510,Maryland,Baltimore City,124931,19729,6.3323533884,2.2419702543
25000,Massachusetts,,195931,35834,5.4677401351,
25001,Massachusetts,Barnstable,176899,38784,4.5611334571,0.0066744431
25003,Massachusetts,Berkshire,141287,27409,5.1547666825,0.7558450224
25005,Massachusetts,Bristol,158917,29746,5.3424662139,0.992723554
25007,Massachusetts,Dukes,188469,43608,4.3218904788,-0.295252392
25009,Massachusetts,Essex,191014,35267,5.4162247994,1.0858075658
25011,Massachusetts,Franklin,129395,29066,4.4517649487,-0.131349618
25013,Massachusetts,Hampden,136471,24515,5.5668366306,1.2758810793
25015,Massachusetts,Hampshire,158733,32086,4.9471108895,0.4937815056
25017,Massachusetts,Middlesex,237084,47866,4.9530773409,0.5013112221
25019,Massachusetts,Nantucket,248667,57829,4.3000397724,-0.322828184
25021,Massachusetts,Norfolk,241644,48281,5.0049501874,0.5667752305
25023,Massachusetts,Plymouth,199261,42894,4.645428265,0.1130552644
25025,Massachusetts,Suffolk,189968,24660,7.703487429,3.972353999
25027,Massachusetts,Worcester,174214,34362,5.0699610034,0.648819477
26000,Michigan,,134139,29076,4.6133924887,
26001,Michigan,Alcona,94575,22136,4.2724521142,-0.357644061
26003,Michigan,Alger,94750,25144,3.768294623,-0.993895443
26005,Michigan,Allegan,132749,34593,3.8374526638,-0.906617361
26007,Michigan,Alpena,95863,21125,4.5378934911,-0.022654607
26009,Michigan,Antrim,122253,32549,3.7559679253,-1.009451849
26011,Michigan,Arenac,95801,26389,3.6303383986,-1.167997464
26013,Michigan,Baraga,101125,21863,4.6253945021,0.0877724718
26015,Michigan,Barry,130705,34930,3.7419123962,-1.027190055
26017,Michigan,Bay,111365,25870,4.3047931968,-0.316829318
26019,Michigan,Benzie,121056,31855,3.8002197457,-0.953605645
26021,Michigan,Berrien,124888,24933,5.0089439698,0.5718154206
26023,Michigan,Branch,108249,28612,3.7833426534,-0.97490469
26025,Michigan,Calhoun,113520,26930,4.2153731898,-0.429678188
26027,Michigan,Cass,131038,30199,4.339150303,-0.273470335
26029,Michigan,Charlevoix,130423,30882,4.2232692183,-0.419713327
26031,Michigan,Cheboygan,104854,26600,3.9418796992,-0.774829483
26033,Michigan,Chippewa,105088,23245,4.5208862121,-0.04411795
26035,Michigan,Clare,88884,21798,4.0776218002,-0.603521706
26037,Michigan,Clinton,149976,37457,4.0039511974,-0.696494683
26039,Michigan,Crawford,102980,22194,4.6399927908,0.1061956461
26041,Michigan,Delta,108787,23154,4.6984106418,0.1799195102
26043,Michigan,Dickinson,112645,29295,3.8451954258,-0.896845924
26045,Michigan,Eaton,131863,37590,3.5079276403,-1.322480965
26047,Michigan,Emmet,135768,32181,4.2188869209,-0.425243827
26049,Michigan,Genesee,116543,25383,4.5913800575,0.0448459304
26051,Michigan,Gladwin,102317,23933,4.2751431078,-0.354248003
26053,Michigan,Gogebic,99935,20894,4.7829520436,0.2866115354
26055,Michigan,Grand Traverse,131570,34540,3.8092067169,-0.942264005
26057,Michigan,Gratiot,110129,27333,4.0291588922,-0.664682341
26059,Michigan,Hillsdale,108741,28214,3.8541504218,-0.885544637
26061,Michigan,Houghton,107780,20234,5.3266778689,0.9727985177
26063,Michigan,Huron,102658,24303,4.2240875612,-0.418680571
26065,Michigan,Ingham,123801,25522,4.8507562103,0.3721810161
26067,Michigan,Ionia,115893,33501,3.459389272,-1.383736831
26069,Michigan,Iosco,85678,20702,4.1386339484,-0.526523815
26071,Michigan,Iron,98409,22347,4.4036783461,-0.192035352
26073,Michigan,Isabella,106643,20000,5.33215,0.9797043973
26075,Michigan,Jackson,117357,27879,4.2095125363,-0.437074386
26077,Michigan,Kalamazoo,135280,28749,4.7055549758,0.1889357253
26079,Michigan,Kalkaska,104331,25687,4.0616265037,-0.623707917
26081,Michigan,Kent,141238,34580,4.084384037,-0.594987701
26083,Michigan,Keweenaw,115000,29293,3.9258525928,-0.795055839
26085,Michigan,Lake,84065,20039,4.1950696143,-0.455301487
26087,Michigan,Lapeer,136785,34587,3.9548096105,-0.758511817
26089,Michigan,Leelanau,153212,38874,3.9412460771,-0.77562912
26091,Michigan,Lenawee,118683,30618,3.8762492651,-0.857655694
26093,Michigan,Livingston,173168,45638,3.7943818748,-0.960973092
26095,Michigan,Luce,94195,22228,4.237673205,-0.401535364
26097,Michigan,Mackinac,108421,25103,4.3190455324,-0.29884274
26099,Michigan,Macomb,138617,32923,4.2103392765,-0.436031033
26101,Michigan,Manistee,108786,27939,3.8936969827,-0.835636514
26103,Michigan,Marquette,111540,28223,3.9520958084,-0.76193666
26105,Michigan,Mason,113946,27698,4.1138710376,-0.557774836
26107,Michigan,Mecosta,102612,24224,4.2359643329,-0.403691976
26109,Michigan,Menominee,102262,24662,4.1465412375,-0.516544744
26111,Michigan,Midland,146270,30951,4.7258569998,0.2145570659
26113,Michigan,Missaukee,108481,27215,3.9860738563,-0.719056052
26115,Michigan,Monroe,139373,32226,4.3248619127,-0.291502415
26117,Michigan,Montcalm,106379,28806,3.692945914,-1.088986205
26119,Michigan,Montmorency,85177,19349,4.4021396455,-0.193977207
26121,Michigan,Muskegon,111451,27126,4.1086411561,-0.564374994
26123,Michigan,Newaygo,107835,26528,4.0649502413,-0.61951333
26125,Michigan,Oakland,180915,38684,4.6767397374,0.1525706299
26127,Michigan,Oceana,107622,28642,3.7574890022,-1.007532236
26129,Michigan,Ogemaw,93677,21991,4.2597880951,-0.37362617
26131,Michigan,Ontonagon,88033,22952,3.8355263158,-0.90904843
26133,Michigan,Osceola,100617,25774,3.9038178009,-0.822863948
26135,Michigan,Oscoda,82841,24729,3.3499534959,-1.521845785
26137,Michigan,Otsego,114189,28805,3.9642076028,-0.746651464
26139,Michigan,Ottawa,150616,40254,3.7416405823,-1.027533087
26141,Michigan,Presque Isle,100952,26042,3.8765071807,-0.857330202
26143,Michigan,Roscommon,94774,23604,4.0151669209,-0.682340337
26145,Michigan,Saginaw,114379,24319,4.7032772729,0.1860612434
26147,Michigan,St. Clair,127476,30461,4.1848921572,-0.468145531
26149,Michigan,St. Joseph,111220,28060,3.9636493229,-0.747356019
26151,Michigan,Sanilac,105910,25948,4.081624788,-0.598469899
26153,Michigan,Schoolcraft,103929,22156,4.6907835349,0.1702940314
26155,Michigan,Shiawassee,116383,29732,3.9144019911,-0.809506603
26157,Michigan,Tuscola,108073,27474,3.9336463566,-0.785220037
26159,Michigan,Van Buren,121530,27801,4.3714254883,-0.232738755
26161,Michigan,Washtenaw,171986,33238,5.1743787231,0.7805955978
26163,Michigan,Wayne,120401,21670,5.5561144439,1.2623495813
26165,Michigan,Wexford,105370,27143,3.8820321998,-0.850357577
27000,Minnesota,,158367,37083,4.270609174,
27001,Minnesota,Aitkin,106587,23272,4.5800532829,0.0305514369
27003,Minnesota,Anoka,163849,46798,3.5011966323,-1.330975559
27005,Minnesota,Becker,125308,30060,4.1685961411,-0.488711253
27007,Minnesota,Beltrami,120075,27101,4.4306483156,-0.157999003
27009,Minnesota,Benton,129853,36584,3.5494478461,-1.270082084
27011,Minnesota,Big Stone,120829,24948,4.8432339266,0.3626878249
27013,Minnesota,Blue Earth,129066,29199,4.4202198705,-0.171159797
27015,Minnesota,Brown,120837,32430,3.7260869565,-1.047161905
27017,Minnesota,Carlton,132411,35458,3.7343053754,-1.036790185
27019,Minnesota,Carver,211526,55361,3.8208486118,-0.927571827
27021,Minnesota,Cass,119198,29149,4.089265498,-0.588827253
27023,Minnesota,Chippewa,120130,25890,4.64001545,0.1062242421
27025,Minnesota,Chisago,157517,45664,3.4494788017,-1.396243936
27027,Minnesota,Clay,138095,27691,4.9869993861,0.5441211544
27029,Minnesota,Clearwater,121000,24628,4.9131070326,0.4508683262
27031,Minnesota,Cook,132325,39321,3.3652501208,-1.502541304
27033,Minnesota,Cottonwood,115630,29845,3.8743508125,-0.860051558
27035,Minnesota,Crow Wing,123793,30618,4.0431445555,-0.647032305
27037,Minnesota,Dakota,179197,46883,3.8222170083,-0.925844898
27039,Minnesota,Dodge,154587,48118,3.2126646993,-1.695105507
27041,Minnesota,Douglas,131900,33517,3.9353164066,-0.783112419
27043,Minnesota,Faribault,118021,27612,4.2742648124,-0.35535642
27045,Minnesota,Fillmore,128792,33873,3.802202344,-0.951103588
27047,Minnesota,Freeborn,119420,28669,4.1654749032,-0.492650284
27049,Minnesota,Goodhue,138093,33051,4.1781791776,-0.476617373
27051,Minnesota,Grant,113750,26968,4.2179620291,-0.426411049
27053,Minnesota,Hennepin,184255,39866,4.6218582251,0.0833096576
27055,Minnesota,Houston,127219,35832,3.5504297834,-1.26884287
27057,Minnesota,Hubbard,122761,30525,4.0216543817,-0.674153102
27059,Minnesota,Isanti,140060,38107,3.6754402078,-1.111078567
27061,Minnesota,Itasca,125395,27592,4.544614381,-0.014172783
27063,Minnesota,Jackson,116568,32841,3.549465607,-1.27005967
27065,Minnesota,Kanabec,123025,32410,3.7958963283,-0.959061838
27067,Minnesota,Kandiyohi,128443,31490,4.0788504287,-0.601971166
27069,Minnesota,Kittson,118712,32118,3.6961205555,-1.084979779
27071,Minnesota,Koochiching,111889,30683,3.6466121305,-1.147459865
27073,Minnesota,Lac qui Parle,117744,30384,3.8751974724,-0.858983066
27075,Minnesota,Lake,129282,28618,4.5175064645,-0.048383222
27077,Minnesota,Lake of the Woods,114614,26314,4.3556281827,-0.2526751
27079,Minnesota,Le Sueur,146035,40735,3.5850006137,-1.225214165
27081,Minnesota,Lincoln,126500,27057,4.6753150756,0.1507726937
27083,Minnesota,Lyon,128413,28471,4.5103087352,-0.057466822
27085,Minnesota,McLeod,131240,33886,3.8729858939,-0.861774098
27087,Minnesota,Mahnomen,109341,21849,5.0043937938,0.5660730566
27089,Minnesota,Marshall,123647,32694,3.781947758,-0.976665061
27091,Minnesota,Martin,115812,26363,4.3929750028,-0.20554307
27093,Minnesota,Meeker,128704,33165,3.880717624,-0.852016584
27095,Minnesota,Mille Lacs,125353,28936,4.3320776887,-0.282396039
27097,Minnesota,Morrison,121088,29101,4.1609566682,-0.498352338
27099,Minnesota,Mower,121627,33285,3.6541084573,-1.137999432
27101,Minnesota,Murray,126393,32647,3.871504273,-0.863643917
27103,Minnesota,Nicollet,139616,35733,3.9072006269,-0.818594791
27105,Minnesota,Nobles,116402,28923,4.0245479376,-0.670501408
27107,Minnesota,Norman,120536,27852,4.3277322993,-0.28787996
27109,Minnesota,Olmsted,171972,41167,4.1774236646,-0.477570837
27111,Minnesota,Otter Tail,125192,29996,4.1736231498,-0.482367122
27113,Minnesota,Pennington,126116,33188,3.8000482102,-0.953822124
27115,Minnesota,Pine,117524,28489,4.1252413212,-0.543425433
27117,Minnesota,Pipestone,118762,28966,4.1000483325,-0.575219216
27119,Minnesota,Polk,128192,27087,4.7326023554,0.2230697666
27121,Minnesota,Pope,135259,30117,4.4911179732,-0.08168574
27123,Minnesota,Ramsey,154351,34333,4.4957038418,-0.075898332
27125,Minnesota,Red Lake,126138,29267,4.3099053542,-0.310377729
27127,Minnesota,Redwood,118567,28792,4.118053626,-0.552496371
27129,Minnesota,Renville,121314,29777,4.0740840246,-0.607986411
27131,Minnesota,Rice,145104,34773,4.1728927616,-0.483288878
27133,Minnesota,Rock,136671,29532,4.6278951646,0.0909283307
27135,Minnesota,Roseau,127565,32812,3.8877544801,-0.843136007
27137,Minnesota,St. Louis,127443,27620,4.6141564084,0.0735898943
27139,Minnesota,Scott,208188,54137,3.8455769622,-0.896364422
27141,Minnesota,Sherburne,161454,48120,3.3552369077,-1.515178071
27143,Minnesota,Sibley,130761,36165,3.6156781418,-1.186498843
27145,Minnesota,Stearns,134657,31392,4.2895323649,-0.336088628
27147,Minnesota,Steele,142141,34181,4.1584798572,-0.501478096
27149,Minnesota,Stevens,129589,29200,4.4379794521,-0.148747042
27151,Minnesota,Swift,118459,25264,4.6888457885,0.1678485775
27153,Minnesota,Todd,107678,28098,3.832230052,-0.913208345
27155,Minnesota,Traverse,123568,26261,4.7053806024,0.1887156645
27157,Minnesota,Wabasha,135610,33621,4.0334909729,-0.659215215
27159,Minnesota,Wadena,104579,22245,4.7012362329,0.1834854321
27161,Minnesota,Waseca,132725,33989,3.9049398335,-0.821447933
27163,Minnesota,Washington,199206,53835,3.7003064921,-1.079697088
27165,Minnesota,Watonwan,125130,27462,4.5564780424,0.000799267
27167,Minnesota,Wilkin,122182,32427,3.7679094582,-0.994381524
27169,Minnesota,Winona,124088,27282,4.5483468954,-0.009462315
27171,Minnesota,Wright,165785,50306,3.2955313481,-1.590527035
27173,Minnesota,Yellow Medicine,123700,31278,3.9548564486,-0.758452707
28000,Mississippi,,109568,20548,5.3322951139,
28001,Mississippi,Adams,83938,13351,6.2870196989,2.184758722
28003,Mississippi,Alcorn,94620,18322,5.1642833752,0.7678551759
28005,Mississippi,Amite,73376,13288,5.521974714,1.2192649288
28007,Mississippi,Attala,106397,15312,6.9486024033,3.0
28009,Mississippi,Benton,86946,17804,4.8835093237,0.4135157458
28011,Mississippi,Bolivar,90312,13343,6.7684928427,2.7923822488
28013,Mississippi,Calhoun,85388,20037,4.261516195,-0.371445292
28015,Mississippi,Carroll,102462,16615,6.1668371953,2.0330872993
28017,Mississippi,Chickasaw,84968,14249,5.9630851288,1.7759503211
28019,Mississippi,Choctaw,93898,19232,4.8823835275,0.4120949806
28021,Mississippi,Claiborne,71873,12497,5.7512202929,1.5085749535
28023,Mississippi,Clarke,93286,15145,6.1595245956,2.0238587313
28025,Mississippi,Clay,81525,15301,5.3280831318,0.9745719723
28027,Mississippi,Coahoma,82594,13848,5.9643269786,1.777517547
28029,Mississippi,Copiah,103933,18767,5.5380721479,1.2395800381
28031,Mississippi,Covington,94469,13845,6.8233297219,2.8615868938
28033,Mississippi,DeSoto,141665,35198,4.0248025456,-0.67018009
28035,Mississippi,Forrest,97754,19288,5.0681252592,0.646502751
28037,Mississippi,Franklin,85652,17836,4.8021978022,0.3108998593
28039,Mississippi,George,104668,20254,5.1677693295,0.7722544823
28041,Mississippi,Greene,100523,20014,5.0226341561,0.5890925613
28043,Mississippi,Grenada,99416,19516,5.0940766551,0.6792536507
28045,Mississippi,Hancock,125587,27268,4.6056549802,0.0628610139
28047,Mississippi,Harrison,112594,23246,4.8435859933,0.3631321364
28049,Mississippi,Hinds,98356,20645,4.76415597,0.2628907178
28051,Mississippi,Holmes,73349,9338,7.8548939816,3.0
28053,Mississippi,Humphreys,71400,15115,4.7237843202,0.2119413253
28055,Mississippi,Issaquena,64950,11500,5.647826087,1.3780905166
28057,Mississippi,Itawamba,103388,25796,4.0079082028,-0.691500906
28059,Mississippi,Jackson,112310,24151,4.6503250383,0.1192350372
28061,Mississippi,Jasper,93449,20031,4.6652189107,0.1380312409
28063,Mississippi,Jefferson,72262,16079,4.4941849618,-0.077815173
28065,Mississippi,Jefferson Davis,93747,17653,5.3105421175,0.9524350512
28067,Mississippi,Jones,104118,19685,5.2892049784,0.9255073859
28069,Mississippi,Kemper,83731,17351,4.8257160971,0.3405801633
28071,Mississippi,Lafayette,128316,22758,5.638281044,1.3660445848
28073,Mississippi,Lamar,135215,29014,4.6603363893,0.1318694541
28075,Mississippi,Lauderdale,101048,15706,6.4337195976,2.3698953407
28077,Mississippi,Lawrence,85429,18215,4.6900356849,0.1693502377
28079,Mississippi,Leake,88394,19529,4.5262942291,-0.037292982
28081,Mississippi,Lee,119927,25022,4.7928622812,0.2991183461
28083,Mississippi,Leflore,86063,12186,7.0624487116,3.1633572536
28085,Mississippi,Lincoln,106480,16339,6.5169227003,2.47489842
28087,Mississippi,Lowndes,111077,18288,6.073764217,1.9156283463
28089,Mississippi,Madison,161189,34763,4.6367977447,0.1021634686
28091,Mississippi,Marion,85883,17809,4.8224493234,0.3364574649
28093,Mississippi,Marshall,113446,23621,4.8027602557,0.3116096808
28095,Mississippi,Monroe,104185,20574,5.0639156217,0.6411901497
28097,Mississippi,Montgomery,79698,14788,5.3893697593,1.0519162587
28099,Mississippi,Neshoba,100161,18660,5.3676848875,1.0245497515
28101,Mississippi,Newton,102370,21151,4.8399602856,0.3585564599
28103,Mississippi,Noxubee,74849,14318,5.2276155888,0.8477810108
28105,Mississippi,Oktibbeha,109659,13141,8.3447987216,4.7816947367
28107,Mississippi,Panola,100040,19020,5.2597266036,0.8883054063
28109,Mississippi,Pearl River,111204,22142,5.0223105411,0.5886841561
28111,Mississippi,Perry,91623,21785,4.2057837962,-0.441780091
28113,Mississippi,Pike,78918,12727,6.200832875,2.0759901591
28115,Mississippi,Pontotoc,106148,25172,4.2169076752,-0.427741653
28117,Mississippi,Prentiss,102692,19750,5.1995949367,0.8124186907
28119,Mississippi,Quitman,66486,12282,5.4132877382,1.0821009676
28121,Mississippi,Rankin,138220,35581,3.8846575419,-0.847044371
28123,Mississippi,Scott,93328,20183,4.6240895803,0.0861256485
28125,Mississippi,Sharkey,104250,16509,6.314737416,2.2197387353
28127,Mississippi,Simpson,103151,22731,4.5378997844,-0.022646665
28129,Mississippi,Smith,99783,18619,5.3592029647,1.0138454871
28131,Mississippi,Stone,107915,22685,4.7571082213,0.2539963943
28133,Mississippi,Sunflower,84811,13567,6.2512714675,2.1396441259
28135,Mississippi,Tallahatchie,75426,17921,4.2088053122,-0.43796691
28137,Mississippi,Tate,111333,25730,4.3269724058,-0.288838953
28139,Mississippi,Tippah,92687,22573,4.1061002082,-0.567581694
28141,Mississippi,Tishomingo,95697,16025,5.9717316693,1.7868623346
28143,Mississippi,Tunica,77786,14683,5.2976912075,0.9362170849
28145,Mississippi,Union,103222,26130,3.9503252966,-0.764171062
28147,Mississippi,Walthall,97560,13829,7.054740039,3.0
28149,Mississippi,Warren,120467,21711,5.5486619686,1.252944489
28151,Mississippi,Washington,83405,15262,5.4648800944,1.1472109947
28153,Mississippi,Wayne,98341,15549,6.3245867901,2.232168736
28155,Mississippi,Webster,100497,23741,4.2330567373,-0.407361389
28157,Mississippi,Wilkinson,74420,21190,3.5120339783,-1.317298729
28159,Mississippi,Winston,93394,18057,5.1721769951,0.7778169967
28161,Mississippi,Yalobusha,91311,18646,4.8970824842,0.4306451989
28163,Mississippi,Yazoo,88085,16066,5.4826963774,1.1696953075
29000,Missouri,,128340,28256,4.5420441676,
29001,Missouri,Adair,99813,16427,6.0761551105,1.9186456759
29003,Missouri,Andrew,122885,30255,4.0616427037,-0.623687473
29005,Missouri,Atchison,112136,24373,4.600828786,0.0567703125
29007,Missouri,Audrain,105190,26152,4.0222545121,-0.673395732
29009,Missouri,Barry,110794,26030,4.2563964656,-0.377906437
29011,Missouri,Barton,97995,19153,5.1164308463,0.7074648453
29013,Missouri,Bates,109080,23860,4.5716680637,0.0199692133
29015,Missouri,Benton,97958,21014,4.6615589607,0.1334123504
29017,Missouri,Bollinger,95718,20274,4.7212192956,0.2087042407
29019,Missouri,Boone,132518,26881,4.9298017187,0.4719371732
29021,Missouri,Buchanan,110858,22928,4.8350488486,0.3523581814
29023,Missouri,Butler,93207,18757,4.9691848377,0.5216390308
29025,Missouri,Caldwell,101071,26845,3.7649841684,-0.998073267
29027,Missouri,Callaway,123776,32502,3.8082579534,-0.943461353
29029,Missouri,Camden,125286,27409,4.5709803349,0.0191012933
29031,Missouri,Cape Girardeau,118607,26777,4.4294357098,-0.159529323
29033,Missouri,Carroll,105060,25845,4.0650029019,-0.619446871
29035,Missouri,Carter,104327,20115,5.1865274671,0.7959274241
29037,Missouri,Cass,144324,38944,3.7059367297,-1.072591677
29039,Missouri,Cedar,89090,21816,4.0837000367,-0.595850916
29041,Missouri,Chariton,108071,27548,3.9230071149,-0.798646858
29043,Missouri,Christian,129684,34760,3.730840046,-1.041163463
29045,Missouri,Clark,96563,23365,4.1328054783,-0.533879398
29047,Missouri,Clay,144387,38822,3.7192056051,-1.055846234
29049,Missouri,Clinton,117274,30510,3.8437889217,-0.898620945
29051,Missouri,Cole,130100,31177,4.1729480065,-0.483219159
29053,Missouri,Cooper,113272,26030,4.3515943143,-0.257765879
29055,Missouri,Crawford,97083,22442,4.3259513412,-0.290127546
29057,Missouri,Dade,94773,22319,4.2462923966,-0.390657865
29059,Missouri,Dallas,94803,21341,4.4422941755,-0.143301821
29061,Missouri,Daviess,104842,26008,4.0311442633,-0.662176784
29063,Missouri,DeKalb,116111,26791,4.3339554328,-0.280026309
